game_id,Date,tournament,speed,opening,color,rating,opponent_rating,game_ending,winner,analysis,accuracy,inaccuracy,mistake,blunder
tXRuxQME,05/07/2022,False,blitz,Rat Defense: Small Center Defense,black,1982,1972,mate,white,,,,,
vyzAwlDJ,05/07/2022,False,blitz,Queen's Gambit Declined: Modern Variation,white,1988,1975,resign,black,,,,,
3maYVk9B,05/07/2022,False,blitz,Modern Defense,black,1994,1985,resign,white,,,,,
cVJZrIWj,05/06/2022,False,blitz,Old Indian Defense: Ukrainian Variation,white,1994,1998,draw,,,,,,
JpURvTM3,05/06/2022,False,blitz,Benko Gambit: Zaitsev System,white,1988,1953,outoftime,white,,,,,
byd62Wh2,05/06/2022,False,blitz,Modern Defense: Three Pawns Attack,black,1995,1947,resign,white,,,,,
xXI1zWeK,05/06/2022,False,blitz,"Lion Defense: Anti-Philidor, Lion's Cave",black,1989,1975,outoftime,black,,,,,
XNdLzsMe,05/06/2022,False,blitz,Benoni Defense: Old Benoni,white,1991,1921,outoftime,,,,,,
hFZKdFtB,05/06/2022,False,blitz,King's Indian Defense: Normal Variation,white,1996,2015,outoftime,black,,,,,
YkQP0P9M,05/06/2022,False,blitz,Indian Defense: Wade-Tartakower Defense,black,2002,2009,resign,white,,,,,
WvAI6II8,05/06/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,1996,2015,resign,white,,,,,
OQ4wbx8h,05/06/2022,False,blitz,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",black,2001,2010,outoftime,white,,,,,
pE9c41nb,05/06/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,1995,2016,mate,white,,,,,
tekTEGR4,05/05/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2001,2009,outoftime,black,,,,,
b7qZJieS,05/05/2022,False,blitz,Pirc Defense,black,2006,2003,outoftime,white,,,,,
1K64nk5f,05/05/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2000,2009,resign,white,,,,,
P09r8xRl,05/05/2022,False,blitz,Modern Defense: Bishop Attack,black,2006,1997,outoftime,white,,,,,
Oc1WWOzC,05/05/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,2012,1991,mate,black,,,,,
JNYkOhlr,05/03/2022,False,blitz,Pirc Defense,black,2019,1939,resign,white,,,,,
Jg5IzHs4,05/03/2022,False,blitz,Pirc Defense: Austrian Attack,black,2025,2006,resign,white,,,,,
NkSUbdzS,05/02/2022,False,blitz,King's Indian Defense: Kramer Variation,white,2032,1963,mate,black,,,,,
9tHQioj2,05/02/2022,False,blitz,"King's Indian Defense: Normal Variation, Rare Defenses",white,2039,1983,resign,black,,,,,
DNDM3gUS,05/02/2022,False,blitz,Modern Defense,black,2034,1989,resign,black,,,,,
HmiAmQQ8,05/02/2022,False,blitz,King's Indian Defense: Kramer Variation,white,2029,1996,resign,white,,,,,
v8LfhIQu,05/02/2022,False,blitz,Modern Defense,black,2023,2003,mate,black,,,,,
sLLwxXU6,05/02/2022,False,blitz,Pirc Defense,black,2029,2022,resign,white,,,,,
wDbfYX6k,05/02/2022,False,rapid,Grünfeld Defense: Exchange Variation,white,2100,2102,resign,black,,,,,
EtCsdt7d,05/02/2022,False,blitz,Philidor Defense: Lion Variation,black,2029,1800,resign,black,,,,,
vCLogqW8,05/02/2022,False,blitz,King's Indian Defense: Normal Variation,white,2035,2035,mate,black,,,,,
mhdEoKsx,05/02/2022,False,blitz,Modern Defense,black,2029,2011,resign,black,,,,,
Fq49qQgQ,05/02/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2035,2011,outoftime,black,,,,,
zVZqa2lm,05/02/2022,False,blitz,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bg4 Line",white,2042,2011,resign,black,,,,,
PtpYTj0N,05/02/2022,False,blitz,King's Indian Defense: Four Pawns Attack,black,2036,2016,outoftime,black,,,,,
BJYxSEGz,05/02/2022,False,blitz,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bg4 Line",white,2031,2022,resign,white,,,,,
dsCtfgjI,05/02/2022,False,blitz,Polish Opening,black,2025,2025,resign,black,,,,,
m4mjbbob,05/01/2022,False,blitz,"Queen's Gambit Declined: Modern Variation, Knight Defense",white,2031,2017,mate,black,,,,,
N0RLwLsO,05/01/2022,False,blitz,Modern Defense: Mongredien Defense,black,2025,2022,mate,black,,,,,
QgiEIr6u,05/01/2022,False,blitz,Modern Defense,black,2031,2025,outoftime,white,,,,,
Aker1966,05/01/2022,False,blitz,Slav Defense,white,2025,2031,outoftime,white,,,,,
NnZidhwy,05/01/2022,False,blitz,"King's Indian Defense: Normal Variation, Rare Defenses",black,2019,2037,resign,black,,,,,
WtPBWrxv,05/01/2022,False,blitz,Queen's Gambit Declined: Cambridge Springs Defense,white,2011,2169,outoftime,white,21 35 36 30 16 27 -10 34 12 34 31 22 -69 -67 -187 -201 -178 -166 -184 -227 -198 -207 -191 -217 -208 -202 -194 -228 -283 -231 -365 -371 -499 -485 -505 -491 -496 -455 -530 -556 -584 -615 -633 -598 -829 -302 -312 -336 -460 -426 -567 -563 -723 -684 -708 -693 -722 -683 -807 -738 -766 -776 -838 -778 -840 -763 -835 -797 -873 -835 -775 -1773 -1471 -1855 -6625 -1319 -1487 -1144 -2394 -1924 -1487 -7624 -7640 -6576 -6113 -1187 -1198 -1008 -1184 -1136 -1153 -1073 -5659 -1162 -5918 -5883 -5993 -6022 -5961 -6040 -6048 -6061 ,35.0,6.0,1.0,0.0
SN5eVvLw,05/01/2022,False,blitz,Modern Defense,black,2006,1983,outoftime,black,,,,,
gpfHnaPB,04/29/2022,False,blitz,Semi-Slav Defense: Accelerated Move Order,white,2011,2062,resign,black,,,,,
Nhp128LA,04/29/2022,False,blitz,Slav Defense: Exchange Variation,white,2017,2003,resign,black,,,,,
ryqqIPh6,04/29/2022,False,blitz,Pirc Defense,black,2011,1998,resign,black,,,,,
7twgNBKq,04/29/2022,False,blitz,Pirc Defense,black,2016,2049,resign,white,,,,,
NTETVyTY,04/29/2022,False,blitz,Queen's Gambit Declined,white,2021,2059,mate,black,,,,,
ajPtN2Xd,04/28/2022,False,blitz,"King's Indian Defense: Normal Variation, Rare Defenses",white,2027,2037,outoftime,black,,,,,
Gi9xrRLD,04/28/2022,False,blitz,Pirc Defense,black,2033,2031,resign,white,,,,,
6ZKeun0u,04/28/2022,False,blitz,King's Indian Defense: Kramer Variation,white,2027,2037,resign,white,,,,,
MRqtmWXM,04/28/2022,False,blitz,Pirc Defense,black,2033,2002,resign,white,,,,,
nlwzbi7w,04/28/2022,False,blitz,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bg4 Line",white,2028,2008,mate,white,,,,,
XNzChHfm,04/28/2022,False,blitz,Pirc Defense,black,2032,2106,mate,white,,,,,
eXdTdPDD,04/28/2022,False,blitz,Modern Defense: Pseudo-Austrian Attack,black,2026,2026,outoftime,black,,,,,
0YhIdyB1,04/28/2022,False,blitz,Queen's Gambit Declined,white,2021,1977,resign,white,,,,,
jegJQpke,04/28/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2028,2001,mate,black,,,,,
qKxLP9yN,04/28/2022,False,blitz,"King's Indian Defense: Normal Variation, Rare Defenses",black,2033,2045,outoftime,white,,,,,
STIQqTAk,04/28/2022,False,blitz,"Queen's Gambit Declined: Albin Countergambit, Tartakower Defense",white,2029,1944,resign,white,,,,,
f9wfMVyE,04/27/2022,True,blitz,Pirc Defense,black,2037,1825,resign,white,,,,,
GqxjLvXK,04/27/2022,True,blitz,Queen's Gambit Accepted: Rosenthal Variation,white,2045,1896,mate,black,,,,,
NAeSVi0T,04/27/2022,False,blitz,Queen's Gambit Declined,white,2040,2010,resign,white,21 35 36 30 39 41 -9 29 0 55 58 101 86 103 132 157 77 177 150 161 161 138 110 123 99 100 47 23 14 63 52 72 63 571 575 541 571 535 76 172 166 255 246 242 261 479 510 516 74 149 73 63 61 72 79 70 18 133 19 153 154 175 156 276 145 358 88 88 90 101 80 98 103 90 100 97 97 104 59 244 228 259 224 233 303 403 384 445 431 557 543 589 565 555 547 635 654 710 768 ,42.0,2.0,2.0,3.0
5mFAuatF,04/27/2022,False,blitz,Modern Defense,black,2047,2004,mate,white,,,,,
6LLMCfDZ,04/27/2022,False,blitz,Modern Defense: Mongredien Defense,black,2040,2083,outoftime,black,,,,,
pxT0i7wk,04/27/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Spassky Variation",white,2033,2155,resign,white,,,,,
E5jazacZ,04/27/2022,False,blitz,Queen's Gambit Declined: Three Knights Variation,white,2027,2026,outoftime,white,,,,,
iyOF2s0F,04/27/2022,False,blitz,Pirc Defense,black,2021,2048,outoftime,black,,,,,
kTyKZ8j8,04/26/2022,False,blitz,Pirc Defense,black,2026,2030,resign,white,,,,,
LbJLGDZ4,04/26/2022,False,blitz,Slav Defense: Exchange Variation,white,2021,2012,resign,white,,,,,
aP6S8YEj,04/25/2022,False,blitz,Semi-Slav Defense,white,2027,2019,mate,black,,,,,
AQHXvjhX,04/25/2022,False,blitz,King's Indian Defense: Makogonov Variation,black,2032,2066,outoftime,white,,,,,
DHcbGHCE,04/25/2022,False,blitz,Queen's Gambit Declined: Semi-Tarrasch Defense,white,2036,2107,resign,black,,,,,
tUTrWs1a,04/24/2022,False,blitz,"Philidor Defense: Lion Variation, Bishop Sacrifice",black,2042,2069,resign,white,,,,,
Td8Mll7p,04/24/2022,False,blitz,Queen's Gambit Declined,white,2035,2091,resign,white,21 23 20 81 26 41 -9 29 14 61 35 36 33 97 95 184 80 248 79 310 288 310 276 284 265 591 313 333 296 607 611 627 634 666 617 641 560 451 462 574 450 645 605 625 647 710 390 399 406 562 546 528 490 632 614 717 125 125 129 489 473 741 538 705 671 677 705 743 748 909 909 1365 ,63.0,3.0,3.0,1.0
9hDUKeQ9,04/24/2022,False,blitz,Pirc Defense,black,2031,1950,mate,black,,,,,
JXeqwMDW,04/24/2022,False,blitz,"Lion Defense: Anti-Philidor, Lion's Cave",black,2035,2122,resign,white,,,,,
frWI6IO1,04/24/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2029,2048,outoftime,white,,,,,
dR5OuhzV,04/24/2022,False,blitz,King's Indian Defense: Makogonov Variation,black,2035,2032,resign,white,,,,,
D92kAeeU,04/24/2022,False,bullet,"Indian Defense: Budapest Defense, Adler Variation",white,1858,1860,resign,black,,,,,
aT4TPCYr,04/24/2022,False,blitz,Queen's Gambit Declined,white,2028,2098,resign,white,,,,,
tvpiwD8b,04/24/2022,False,blitz,Pirc Defense,black,2022,2055,resign,black,,,,,
15A5ZbGP,04/24/2022,False,blitz,Modern Defense: Mongredien Defense,black,2015,2081,resign,black,,,,,
7N2npKlS,04/24/2022,False,blitz,Slav Defense: Three Knights Variation,white,2020,2040,mate,black,,,,,
gdCnlC0d,04/23/2022,False,blitz,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation",white,2015,1980,resign,white,,,,,
TemQKjO3,04/23/2022,False,blitz,Modern Defense: Geller's System,black,2009,2023,resign,black,,,,,
mAO3uhq8,04/23/2022,False,blitz,English Defense,white,2004,1987,resign,white,,,,,
8NfMhRJt,04/22/2022,False,blitz,Queen's Gambit Declined: Modern Variation,white,2009,2023,resign,black,,,,,
FuGNDO2J,04/22/2022,False,blitz,Modern Defense,black,2014,2096,resign,white,,,,,
SbaNUMhI,04/22/2022,False,blitz,Queen's Gambit Declined: Queen's Knight Variation,white,2019,2031,resign,black,,,,,
FI4TOQ9P,04/22/2022,False,blitz,Pirc Defense: Classical Variation,black,2025,1985,resign,white,,,,,
yCwkswb9,04/21/2022,False,blitz,Slav Defense,white,2031,2054,resign,black,,,,,
3EyRnLGb,04/21/2022,False,blitz,Modern Defense,black,2025,2036,outoftime,black,,,,,
iRYgegX8,04/21/2022,False,blitz,"Queen's Gambit Declined: Modern Variation, Normal Line",white,2031,1983,resign,black,,,,,
X3wnTCOg,04/21/2022,False,blitz,Pirc Defense,black,2026,2021,resign,black,,,,,
j4ai5fwM,04/21/2022,False,blitz,"Rat Defense: English Rat, Lisbon Gambit",white,2020,2026,mate,white,,,,,
yxwxXt8c,04/21/2022,False,blitz,Modern Defense,black,2013,2069,resign,black,,,,,
ZKt7qvqw,04/21/2022,False,blitz,Rat Defense: Harmonist,black,2017,2167,resign,white,,,,,
LrseNLpl,04/21/2022,False,blitz,Semi-Slav Defense: Accelerated Move Order,white,2010,2081,mate,white,,,,,
mAXQyi17,04/21/2022,False,blitz,Pirc Defense,black,2015,2030,resign,white,,,,,
oC46VAnd,04/20/2022,False,blitz,Semi-Slav Defense,white,2021,2058,resign,black,,,,,
tCHDY7vX,04/20/2022,False,blitz,Modern Defense,black,2026,2016,mate,white,,,,,
XuwM7Lf6,04/20/2022,False,blitz,Queen's Gambit Declined,white,2032,2042,resign,black,,,,,
hj4tQDTF,04/20/2022,False,blitz,Modern Defense,black,2038,2033,outoftime,white,,,,,
NGS3hyEf,04/20/2022,False,blitz,Pirc Defense,black,2032,2011,resign,black,,,,,
jKXmepzC,04/20/2022,False,blitz,Queen's Gambit Declined: Orthodox Defense,white,2027,1997,resign,white,,,,,
tzoZS8XI,04/20/2022,False,blitz,Pirc Defense,black,2033,2037,resign,white,,,,,
MuBOImj6,04/20/2022,False,bullet,Modern Defense,white,1864,1855,resign,black,,,,,
FERHXgyt,04/20/2022,False,bullet,Queen's Gambit Declined: Three Knights Variation,white,1870,1843,mate,black,,,,,
pPq69yQV,04/20/2022,False,bullet,"Queen's Gambit Declined: Modern Variation, Normal Line",white,1876,1895,outoftime,black,,,,,
8veqTOJZ,04/20/2022,False,blitz,Modern Defense,black,2027,2052,mate,black,33 71 46 54 0 131 10 55 -25 3 -24 -15 0 -20 -15 -9 -27 -13 -18 -28 -31 -27 -70 -28 -84 -76 -68 -71 -70 -50 -63 25 0 14 -207 -4 -441 162 145 267 -183 -183 -185 -179 -279 -300 -285 -284 -293 -262 -335 -322 -439 -419 -677 -660 -655 -506 -474 -449 -556 -556 -521 -559 ,51.0,2.0,1.0,2.0
3yslfo9T,04/20/2022,False,blitz,Pirc Defense,black,2021,2022,resign,black,,,,,
ucqgphFw,04/20/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2026,2048,outoftime,black,,,,,
vUUmFXQa,04/20/2022,False,blitz,Modern Defense: Averbakh System,black,2032,2007,mate,white,,,,,
dKnPeliP,04/19/2022,False,blitz,King's Indian Defense: Normal Variation,white,2033,1998,outoftime,,,,,,
wqdjCy7H,04/19/2022,False,blitz,Philidor Defense: Lion Variation,black,2039,1992,resign,white,,,,,
1AEypllK,04/19/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2046,1985,resign,black,,,,,
NbnFDwEL,04/19/2022,False,blitz,Philidor Defense: Lion Variation,black,2041,1990,resign,black,,,,,
W8DbLG9r,04/19/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2036,1995,mate,white,,,,,
kxy30IjI,04/19/2022,False,blitz,"King's Indian Defense: Fianchetto Variation, Double Fianchetto Attack",black,2030,2043,resign,black,,,,,
GCnF3I8M,04/19/2022,False,blitz,King's Indian Defense,white,2025,2008,outoftime,white,,,,,
ZsiVOLtT,04/19/2022,False,blitz,Zukertort Opening: Kingside Fianchetto,black,2019,2043,resign,black,,,,,
0tRcc8MJ,04/19/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Classical Variation",white,2012,2058,outoftime,white,,,,,
crJfO04Y,04/18/2022,False,blitz,English Opening: Great Snake Variation,black,2009,1891,resign,black,23 44 13 33 50 97 93 132 98 90 92 98 95 99 87 129 122 148 3 0 0 11 -8 10 -40 10 0 -6 -51 0 -115 -137 -133 -110 -184 -177 -197 -215 -234 -181 -200 -161 -281 -222 -218 -252 -193 -225 -189 -116 -110 -97 -97 -126 -143 -143 -162 -164 -194 -184 -214 -131 -163 -181 -203 -219 -223 -219 -315 -298 -453 -400 -442 -360 -393 -177 -302 -334 -434 -449 -460 -448 -429 -269 -555 -303 -308 -342 -403 0 -128 -199 -489 -463 -664 -607 -723 -732 -845 -854 -854 -843 -835 -630 -669 -678 -766 -665 -664 -760 -769 -780 -832 -855 -847 -850 -918 -926 -921 -902 -936 -1013 -5634 -1113 -6391 -6405 -7320 -7403 -7272 -6202 ,35.0,3.0,1.0,2.0
34ZlN7Ue,04/18/2022,False,blitz,Modern Defense,black,2010,1949,draw,,,,,,
P7sxivlb,04/18/2022,False,blitz,Modern Defense,white,2016,1966,outoftime,black,,,,,
5o505Huu,04/18/2022,False,blitz,Van't Kruijs Opening,black,2010,2023,resign,black,,,,,
ixGLYDNK,04/18/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,2016,2018,resign,black,,,,,
aSxYIFtE,04/18/2022,False,bullet,Modern Defense,white,1871,1829,outoftime,white,,,,,
TAjQQGys,04/18/2022,False,bullet,English Opening,black,1876,1895,resign,white,,,,,
HYaaGPnP,04/18/2022,False,bullet,Zukertort Opening: Tennison Gambit,black,1883,1879,outoftime,white,,,,,
pFeY9rKP,04/18/2022,False,blitz,Horwitz Defense,white,2015,2044,draw,,,,,,
clhpcQn9,04/18/2022,False,blitz,Englund Gambit Complex: Hartlaub-Charlick Gambit,white,2010,2013,mate,white,,,,,
GPkCii0M,04/18/2022,False,blitz,Pirc Defense,black,2016,2000,outoftime,white,,,,,
OwpvKDrA,04/18/2022,False,blitz,Dutch Defense: Hopton Attack,white,2010,2016,resign,white,,,,,
pYtt9lI6,04/18/2022,False,blitz,Modern Defense,black,2016,2010,resign,white,,,,,
DoXPLRca,04/18/2022,False,blitz,Nimzo-Indian Defense: Three Knights Variation,white,2021,2036,resign,black,,,,,
v3aUwyz6,04/18/2022,False,blitz,Queen's Gambit Declined: Ragozin Defense,white,2027,2024,resign,black,,,,,
hGSnhZVU,04/18/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2028,1975,draw,,,,,,
UUxPtgkZ,04/18/2022,False,blitz,Dutch Defense: Hopton Attack,white,2021,2075,mate,white,,,,,
RLBBqi6s,04/17/2022,True,blitz,Modern Defense,black,2021,1999,draw,,,,,,
AHoGuQSR,04/17/2022,True,blitz,Englund Gambit Complex: Englund Gambit,white,2026,2063,resign,black,,,,,
FvLEARZa,04/17/2022,True,blitz,Modern Defense,black,2021,2004,mate,black,,,,,
Q2RIkj4T,04/17/2022,True,blitz,Queen's Gambit Declined: Orthodox Defense,white,2017,1925,resign,white,,,,,
Q7mf2oh7,04/17/2022,True,blitz,"King's Indian Defense: Sämisch Variation, Normal Defense",black,2011,2039,resign,black,,,,,
TcRDrolS,04/17/2022,True,blitz,Slav Indian,black,2005,2005,outoftime,black,,,,,
YpAgjgdR,04/17/2022,True,blitz,Slav Indian,white,2001,1881,outoftime,white,,,,,
a0ePEhzp,04/17/2022,False,blitz,Modern Defense,black,1996,1941,outoftime,black,,,,,
G7yzdKlY,04/17/2022,False,blitz,Pirc Defense,black,1990,2009,resign,black,,,,,
PDrQEbVP,04/17/2022,False,blitz,Dutch Defense: Queen's Knight Variation,white,1996,2007,mate,black,,,,,
4ml7Ww5d,04/17/2022,False,blitz,Slav Defense: Exchange Variation,white,1991,1970,resign,white,,,,,
8P7a4hqI,04/17/2022,False,blitz,Modern Defense,black,1986,1934,outoftime,black,,,,,
EGc4DjVU,04/17/2022,False,blitz,Modern Defense,black,1992,1926,resign,white,,,,,
gK2Ya5kY,04/17/2022,False,blitz,Horwitz Defense,white,1998,1989,resign,black,,,,,
Fuvyx0WF,04/17/2022,False,blitz,Pirc Defense,black,2003,2038,resign,white,,,,,
FkvmgAdU,04/17/2022,False,blitz,Englund Gambit Complex: Soller Gambit,white,2004,1959,outoftime,,,,,,
0rUEb4Yd,04/17/2022,False,blitz,Indian Defense,black,1998,2028,mate,black,30 23 1 13 21 36 0 23 34 36 13 75 20 39 -5 45 16 43 -15 -22 -109 -100 -122 -65 -88 -97 -79 -79 -113 -73 -122 -115 -161 -106 -148 -137 -150 -75 -119 -150 -136 -157 -517 -553 -871 -284 -934 -120 -235 -223 -338 -337 -370 -340 -857 -526 -553 -246 -821 0 0 0 0 0 0 344 315 605 579 585 569 612 625 619 638 656 628 632 662 650 648 730 572 562 535 523 599 528 72 65 100 115 0 0 -655 -655 -721 0 -385 -460 -503 -447 -483 -501 -515 -436 -404 -475 -429 -394 -326 -416 -555 -542 -561 -600 -710 -702 -788 -899 -916 -1020 -1147 -784 -871 -963 -1047 0 -889 -969 -1429 -1128 -5645 -6014 -1010 -930 -5980 -5830 -5767 -5961 -6000 -5788 -5913 ,76.0,5.0,1.0,7.0
jbqyXFar,04/17/2022,False,blitz,Queen's Gambit Declined,white,2003,2051,outoftime,black,,,,,
O5j08Flp,04/16/2022,False,bullet,Pirc Defense,black,1888,1947,mate,white,,,,,
M2P3t0HB,04/16/2022,False,bullet,Slav Defense: Exchange Variation,white,1882,1875,outoftime,white,21 35 36 30 13 19 15 21 -23 0 -12 0 -12 5 -8 0 -5 -13 -45 -54 -60 -4 -162 -172 -595 -516 -770 -541 -588 -357 -887 -916 -1059 -818 -849 -842 -906 -464 -479 -542 -567 49 8 18 26 137 151 132 53 328 344 329 271 319 323 312 106 275 273 419 418 734 482 ,75.0,3.0,1.0,3.0
P6DvuzSD,04/16/2022,False,bullet,Pirc Defense,black,1875,1882,outoftime,black,,,,,
4BHWKBlm,04/16/2022,False,bullet,King's Indian Defense: Kramer Variation,white,1868,1875,outoftime,white,,,,,
X8UChuH5,04/16/2022,False,bullet,Slav Defense,white,1861,1872,resign,white,,,,,
3yaE25Es,04/16/2022,False,blitz,Pirc Defense,black,2003,1994,draw,,,,,,
a2QgrAA9,04/16/2022,False,blitz,Slav Defense: Modern Line,white,1996,2088,outoftime,white,,,,,
XTljDWr6,04/16/2022,False,blitz,"Lion Defense: Anti-Philidor, Lion's Cave",black,2002,2002,resign,white,,,,,
bC8l9IUE,04/16/2022,False,blitz,Indian Defense,black,2007,2006,outoftime,white,,,,,
RaDzJgz7,04/16/2022,False,blitz,"Indian Defense: Budapest Defense, Rubinstein Variation",white,2014,1927,outoftime,black,,,,,
ME0LtAXg,04/16/2022,False,blitz,Modern Defense: Averbakh System,black,2019,2082,mate,white,,,,,
EonmkQZq,04/16/2022,False,blitz,Nimzo-Indian Defense: Leningrad Variation,white,2018,2068,draw,,,,,,
tFrwC0SX,04/16/2022,False,blitz,Philidor Defense: Lion Variation,black,2024,2018,mate,white,,,,,
zVNqKzwJ,04/16/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Spassky Variation",white,2024,1997,outoftime,,,,,,
zHIGHSZU,04/16/2022,False,blitz,Pirc Defense,black,2030,2048,resign,white,,,,,
CQ7ZsZDf,04/16/2022,False,blitz,Pirc Defense,black,2025,1969,resign,black,,,,,
qes4tX6e,04/16/2022,False,blitz,Pirc Defense: Roscher Gambit,black,2024,2074,draw,,,,,,
JuqX86f7,04/15/2022,False,blitz,Pirc Defense,black,2030,2053,resign,white,,,,,
R2ZOJW2C,04/15/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2035,2048,outoftime,black,,,,,
kAjCcDzw,04/15/2022,False,blitz,Philidor Defense: Lion Variation,black,2029,2054,resign,black,,,,,
ysCF6wAn,04/15/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2023,2060,resign,white,,,,,
FrhYX7e4,04/15/2022,False,blitz,Pirc Defense,black,2017,2019,outoftime,black,,,,,
IhEcrw8o,04/15/2022,False,blitz,Queen's Gambit Declined: Ragozin Defense,white,2023,2006,outoftime,black,,,,,
Wh4hb1I5,04/15/2022,False,blitz,Pirc Defense,black,2029,2020,resign,white,,,,,
yvNGnLAd,04/15/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2035,1997,outoftime,black,,,,,
aEitnH8d,04/15/2022,False,blitz,Benoni Defense: Old Benoni,white,2041,2028,outoftime,black,,,,,
GVC3sZBQ,04/15/2022,False,blitz,English Defense,white,2036,2011,mate,white,,,,,
gZnrdxwI,04/15/2022,False,blitz,Slav Defense: Exchange Variation,white,2041,2061,resign,black,,,,,
X5rsPGIs,04/15/2022,False,blitz,Pirc Defense,black,2036,2007,outoftime,black,33 75 40 63 -71 68 51 71 0 1 -20 -10 -7 -8 -69 -28 -106 0 0 0 -220 -216 -266 -188 -171 -72 -147 85 108 276 298 325 -177 -171 -149 -150 -236 -182 -170 -144 -154 -170 -156 -59 -63 -49 -29 -38 -476 89 -26 25 -105 -63 -46 -25 -7 -12 -683 -685 -953 -940 -1400 -1419 -1517 -1517 -1600 -5762 -6977 -7300 -7374 -8409 -7101 ,39.0,4.0,2.0,2.0
nZLVMoPV,04/15/2022,False,blitz,"Indian Defense: Budapest Defense, Adler Variation",white,2031,2007,resign,white,,,,,
cEl9E5E6,04/15/2022,False,blitz,Pirc Defense,black,2036,2040,mate,white,,,,,
DneD0yZf,04/15/2022,True,blitz,Pirc Defense,black,2046,1712,outoftime,white,,,,,
tWiyly2C,04/15/2022,False,blitz,English Opening: Anglo-Indian Defense,black,2051,2070,outoftime,white,,,,,
snzEQI5l,04/15/2022,False,blitz,"Queen's Gambit Declined: Albin Countergambit, Normal Line",white,2057,2052,resign,black,,,,,
InEiQsyd,04/14/2022,False,blitz,Pirc Defense,black,2064,1992,resign,white,,,,,
Pt5YecW9,04/14/2022,False,blitz,Old Indian Defense: Czech Variation,white,2070,2065,resign,black,,,,,
K55SJnmp,04/14/2022,False,blitz,Dutch Defense: Queen's Knight Variation,white,2076,2072,timeout,black,,,,,
u4bXRspB,04/14/2022,False,blitz,Modern Defense,black,2082,2066,resign,white,,,,,
MLeWMylK,04/14/2022,False,blitz,Slav Defense: Exchange Variation,white,2076,2090,outoftime,white,,,,,
hD2vQrtm,04/14/2022,False,blitz,King's Indian Defense: Normal Variation,white,2080,2131,mate,black,,,,,
aWwdGC3j,04/14/2022,False,blitz,Old Indian Defense,black,2080,2101,stalemate,,,,,,
yBZ00Va5,04/14/2022,False,blitz,Benko Gambit: Zaitsev System,white,2074,2105,resign,white,30 23 20 78 75 83 80 74 54 220 83 82 82 21 56 71 72 89 10 16 19 6 34 151 108 100 87 103 2 86 77 122 107 110 22 14 -34 -33 -22 -25 -31 -25 -32 -20 -75 -23 -47 603 597 594 582 621 604 678 670 733 667 746 711 742 760 785 795 811 838 892 672 707 708 688 599 661 685 652 604 700 243 400 384 348 292 496 531 614 544 583 230 252 209 256 253 614 600 688 670 716 699 729 554 506 556 874 867 879 828 830 717 819 747 955 1032 1022 1091 1132 1281 7230 6869 7229 7312 ,36.0,4.0,1.0,2.0
Ww9rVQXB,04/14/2022,False,blitz,Pirc Defense,black,2068,2099,resign,black,,,,,
qTkLF2Xp,04/14/2022,False,blitz,Pirc Defense,black,2074,2064,resign,white,,,,,
eUMuXOyp,04/14/2022,False,blitz,Pirc Defense,black,2068,2076,mate,black,,,,,
8of24GH7,04/14/2022,False,blitz,Dutch Defense: Classical Variation,white,2068,2075,draw,,,,,,
xbLaVSyG,04/14/2022,False,blitz,Grob Opening,black,2063,2013,resign,black,,,,,
OPIKcHyY,04/14/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,2058,2018,resign,white,,,,,
CTXfT67l,04/14/2022,False,blitz,Indian Defense,black,2064,2036,resign,white,,,,,
CLaiH7GW,04/14/2022,False,blitz,Old Indian Defense: Ukrainian Variation,white,2057,2112,resign,white,,,,,
5OBZw5Rz,04/14/2022,False,blitz,Modern Defense: Mongredien Defense,black,2052,2004,resign,black,,,,,
g0rCMGg5,04/14/2022,False,blitz,Slav Defense: Exchange Variation,white,2059,2012,resign,black,,,,,
4GCTK8cT,04/14/2022,False,blitz,English Defense,white,2053,2055,outoftime,white,,,,,
